,word,ort,pho,wf,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
3638,quilt,_qui_lt___,_kwIlt____,59.0,19.0,12.0,8.0,7.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,131.0,6.7,3886
3639,quince,_qui_nce__,_kwIns____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.198262682418339,3888
3640,quint,_qui_nt___,_kwInt____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.198262682418339,3889
3641,quints,_qui_nts__,_kwInts___,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,3890
3642,quip,_qui_p____,_kwIp_____,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.8,3891
3643,quire,_qui_re___,_kwAr_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,3892
3644,quirk,_qui_rk___,_kw^rk____,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.6,3893
3645,quirks,_qui_rks__,_kw^rks___,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,3894
3646,quit,_qui_t____,_kwIt_____,598.5,22.0,38.0,26.0,18.0,12.0,14.0,13.0,14.0,13.0,13.0,13.0,13.0,7.0,345.0,2.9,3897
3647,quit,_qui_t____,_kwIt_____,598.5,22.0,38.0,26.0,18.0,12.0,14.0,13.0,14.0,13.0,13.0,13.0,13.0,7.0,345.0,2.9,3898
3648,quite,_qui_te___,_kwAt_____,3513.0,35.0,138.0,186.0,216.0,242.0,248.0,246.0,247.0,248.0,243.0,233.0,221.0,190.0,3924.0,2.5,3899
3649,quits,_qui_ts___,_kwIts____,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,3900
3650,quiz,_qui_z____,_kwIz_____,65.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,4.8,3901
3651,quote,_quo_te___,_kwot_____,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,44.0,3.9,3902
3652,quotes,_quo_tes__,_kwots____,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.198262682418339,3903
3653,race,__ra_ce___,__res_____,2855.0,151.0,108.0,90.0,79.0,68.0,70.0,72.0,67.0,62.0,56.0,62.0,61.0,70.0,1580.0,5.1,3904
3654,rack,__ra_ck___,__r@k_____,94.0,10.0,6.0,6.0,9.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,145.0,5.3,3905
3655,racks,__ra_cks__,__r@ks____,63.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,45.0,4.198262682418339,3906
3656,raft,__ra_ft___,__r@ft____,115.0,17.0,19.0,18.0,13.0,14.0,14.0,17.0,17.0,15.0,12.0,11.0,7.0,0.0,299.0,6.0,3907
3657,rafts,__ra_fts__,__r@fts___,9.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,53.0,4.198262682418339,3908
3658,rag,__ra_g____,__r@g_____,39.0,6.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,0.0,105.0,6.3,3909
3659,rage,__ra_ge___,__reJ_____,228.0,0.0,2.0,7.0,10.0,12.0,11.0,12.0,10.0,11.0,13.0,11.0,7.0,2.0,231.0,3.6,3910
3660,rags,__ra_gs___,__r@gz____,47.0,143.0,11.0,12.0,12.0,8.0,10.0,10.0,10.0,10.0,7.0,5.0,2.0,0.0,281.0,4.198262682418339,3911
3661,raid,__raid____,__red_____,446.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,7.0,7.0,6.0,1.0,85.0,3.4,3912
3662,raids,__raids___,__redz____,334.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,4.0,116.0,4.198262682418339,3913
3663,rail,__rail____,__rel_____,1331.0,6.0,8.0,9.0,11.0,14.0,14.0,14.0,13.0,10.0,10.0,10.0,9.0,11.0,275.0,5.6,3914
3664,rails,__rails___,__relz____,83.0,0.0,2.0,4.0,3.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,6.0,4.0,132.0,4.198262682418339,3915
3665,rain,__rain____,__ren_____,1038.0,361.0,227.0,185.0,176.0,201.0,183.0,182.0,167.0,164.0,124.0,114.0,84.0,28.0,3098.0,6.3,3916
3666,rains,__rains___,__renz____,323.0,16.0,14.0,21.0,21.0,20.0,20.0,21.0,21.0,21.0,18.0,17.0,13.0,6.0,359.0,4.198262682418339,3917
3667,raise,__raise___,__rez_____,8333.0,13.0,31.0,45.0,51.0,59.0,58.0,56.0,62.0,67.0,72.0,67.0,68.0,58.0,1088.0,4.0,3918
3668,raised,__raised__,__rezd____,7572.0,33.0,81.0,92.0,98.0,109.0,113.0,114.0,110.0,110.0,110.0,105.0,104.0,70.0,1826.0,4.198262682418339,3919
3669,rake,__ra_ke___,__rek_____,56.0,27.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,72.0,6.2,3920
3670,rakes,__ra_kes__,__reks____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.198262682418339,3921
3671,ram,__ra_m____,__r@m_____,153.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,100.0,5.3,3922
3672,rammed,__ra_mmed_,__r@md____,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,4.198262682418339,3923
3673,ramp,__ra_mp___,__r@mp____,72.0,0.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,88.0,5.5,3924
3674,ramps,__ra_mps__,__r@mps___,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,4.198262682418339,3925
3675,rams,__ra_ms___,__r@mz____,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.198262682418339,3926
3676,ran,__ra_n____,__r@n_____,2226.0,1431.0,672.0,365.0,315.0,205.0,171.0,151.0,141.0,124.0,100.0,88.0,63.0,28.0,4910.0,4.3,3927
3677,ranch,__ra_nch__,__r@nC____,332.0,31.0,27.0,27.0,25.0,24.0,25.0,21.0,20.0,15.0,13.0,9.0,5.0,2.0,415.0,5.8,3928
3678,range,__ra_nge__,__renJ____,7978.0,0.0,4.0,15.0,22.0,37.0,47.0,54.0,62.0,63.0,73.0,77.0,92.0,179.0,1440.0,3.5,3931
3679,rank,__ra_nk___,__r@nk____,821.0,0.0,0.0,1.0,2.0,5.0,6.0,6.0,9.0,9.0,13.0,17.0,21.0,25.0,244.0,3.4,3932
3680,ranks,__ra_nks__,__r@nks___,1305.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,9.0,13.0,15.0,16.0,20.0,198.0,4.198262682418339,3933
3681,rant,__ra_nt___,__r@nt____,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,3934
3682,rants,__ra_nts__,__r@nts___,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,3935
3683,rap,__ra_p____,__r@p_____,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.3,3936
3684,rape,__ra_pe___,__rep_____,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,49.0,4.8,3937
3685,raped,__ra_ped__,__rept____,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,3938
3686,rapes,__ra_pes__,__reps____,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,3939
3687,rapped,__ra_pped_,__r@pt____,6.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,59.0,4.198262682418339,3940
3688,raps,__ra_ps___,__r@ps____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,3941
3689,rapt,__ra_pt___,__r@pt____,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.4,3942
3690,rare,__ra_re___,__rEr_____,1286.0,3.0,7.0,9.0,10.0,13.0,16.0,18.0,21.0,24.0,31.0,32.0,34.0,33.0,446.0,2.5,3943
3691,rash,__ra_sh___,__r@S_____,249.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,80.0,5.5,3945
3692,rasp,__ra_sp___,__r@sp____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.8,3946
3693,rasps,__ra_sps__,__r@sps___,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,3947
3694,rat,__ra_t____,__r@t_____,155.0,57.0,27.0,23.0,25.0,22.0,18.0,16.0,12.0,11.0,9.0,8.0,6.0,4.0,427.0,6.8,3948
3695,ratch,__ra_tch__,__r@tC____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,3949
3696,rate,__ra_te___,__ret_____,34080.0,1.0,6.0,14.0,20.0,34.0,47.0,58.0,71.0,85.0,118.0,136.0,174.0,300.0,2155.0,2.6,3950
3697,rates,__ra_tes__,__rets____,25283.0,0.0,0.0,1.0,2.0,4.0,6.0,8.0,12.0,15.0,24.0,31.0,46.0,135.0,763.0,4.198262682418339,3951
3698,rats,__ra_ts___,__r@ts____,170.0,6.0,15.0,21.0,19.0,16.0,17.0,20.0,19.0,19.0,18.0,16.0,14.0,15.0,387.0,4.198262682418339,3952
3699,rave,__ra_ve___,__rev_____,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.9,3953
3700,raved,__ra_ved__,__revd____,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,3954
3701,raves,__ra_ves__,__revz____,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,3955
3702,raw,__raw_____,__ra______,1422.0,1.0,10.0,16.0,23.0,27.0,37.0,41.0,45.0,45.0,51.0,52.0,51.0,58.0,779.0,4.3,3956
3703,ray,__ray_____,__re______,803.0,78.0,24.0,21.0,13.0,10.0,8.0,6.0,8.0,7.0,6.0,6.0,10.0,9.0,396.0,4.3,3957
3704,rays,__rays____,__rez_____,174.0,1.0,6.0,18.0,24.0,36.0,44.0,47.0,47.0,47.0,49.0,51.0,54.0,34.0,942.0,4.2,3958
3705,raze,__ra_ze___,__rez_____,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,3959
3706,reach,__reach___,__riC_____,4163.0,67.0,73.0,95.0,114.0,143.0,152.0,156.0,153.0,148.0,137.0,121.0,110.0,107.0,2213.0,4.3,3960
3707,reached,__reached_,__riCt____,11403.0,129.0,189.0,212.0,219.0,190.0,174.0,172.0,174.0,171.0,159.0,155.0,139.0,96.0,3191.0,4.198262682418339,3961
3708,read,__read____,__rid_____,3244.0,529.0,494.0,520.0,507.0,514.0,509.0,499.0,501.0,482.0,430.0,416.0,374.0,192.0,7939.0,4.198262682418339,3962
3709,reads,__reads___,__ridz____,405.0,84.0,16.0,11.0,9.0,9.0,5.0,8.0,8.0,9.0,10.0,9.0,11.0,9.0,278.0,4.198262682418339,3963
3710,real,__real____,__ril_____,17573.0,221.0,241.0,236.0,220.0,199.0,184.0,181.0,166.0,163.0,166.0,158.0,172.0,180.0,3647.0,4.198262682418339,3964
3711,realm,__realm___,__rElm____,171.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,7.0,9.0,15.0,129.0,2.7,3965
3712,realms,__realms__,__rElmz___,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.198262682418339,3966
3713,ream,__ream____,__rim_____,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.2,3967
3714,reams,__reams___,__rimz____,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,3968
3715,reap,__reap____,__rip_____,406.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,33.0,3.0,3969
3716,reaped,__reaped__,__ript____,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,3970
3717,reaps,__reaps___,__rips____,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,3971
3718,rear,__rear____,__rir_____,483.0,3.0,8.0,19.0,21.0,25.0,28.0,28.0,28.0,29.0,30.0,31.0,27.0,15.0,536.0,4.5,3972
3719,red,__re_d____,__rEd_____,1464.5,892.0,372.0,316.0,286.0,301.0,290.0,291.0,287.0,277.0,258.0,242.0,202.0,106.0,5298.0,6.0,3973
3720,red,__re_d____,__rEd_____,1464.5,892.0,372.0,316.0,286.0,301.0,290.0,291.0,287.0,277.0,258.0,242.0,202.0,106.0,5298.0,6.0,3974
3721,reed,__reed____,__rid_____,733.0,6.0,6.0,5.0,4.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,136.0,3.9,3975
3722,reeds,__reeds___,__ridz____,14.0,1.0,3.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,0.0,110.0,4.198262682418339,3976
3723,reef,__reef____,__rif_____,48.0,1.0,0.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,0.0,104.0,4.3,3977
3724,reefs,__reefs___,__rifs____,31.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,63.0,4.198262682418339,3978
3725,reek,__reek____,__rik_____,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3979
3726,reeked,__reeked__,__rikt____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,3980
3727,reeks,__reeks___,__riks____,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,3981
3728,reel,__reel____,__ril_____,61.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,42.0,5.0,3982
3729,reels,__reels___,__rilz____,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.198262682418339,3983
3730,ref,__re_f____,__rEf_____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,3986
3731,refs,__re_fs___,__rEfs____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,3987
3732,reign,__reign___,__ren_____,180.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,10.0,13.0,14.0,9.0,168.0,2.8,3988
3733,reigns,__reigns__,__renz____,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,27.0,4.198262682418339,3989
3734,rein,__rein____,__ren_____,242.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,38.0,3.7,3990
3735,reins,__reins___,__renz____,139.0,2.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,2.0,1.0,154.0,4.198262682418339,3991
3736,rend,__re_nd___,__rEnd____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,3992
3737,rends,__re_nds__,__rEndz___,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,3993
3738,rent,__re_nt___,__rEnt____,1168.0,18.0,13.0,13.0,10.0,13.0,15.0,15.0,14.0,16.0,21.0,21.0,26.0,13.0,382.0,4.0,3994
3739,rep,__re_p____,__rEp_____,6731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,3995
3740,reps,__re_ps___,__rEps____,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,3996
3741,rest,__re_st___,__rEst____,5310.0,199.0,221.0,235.0,234.0,254.0,259.0,253.0,247.0,245.0,223.0,215.0,187.0,103.0,3860.0,3.8,3997
3742,rests,__re_sts__,__rEsts___,234.0,0.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,6.0,8.0,9.0,9.0,15.0,155.0,4.198262682418339,3998
3743,ret,__re_t____,__rEt_____,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,3999
3744,retch,__re_tch__,__rEtC____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4000
3745,rev,__re_v____,__rEv_____,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9,4001
3746,rheum,_rheum____,__rum_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4002
3747,rheums,_rheums___,__rumz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4003
3748,rhyme,_rhy_me___,__rAm_____,25.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,109.0,3.7,4005
3749,rhymes,_rhy_mes__,__rAmz____,32.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,57.0,4.198262682418339,4006
3750,rib,__ri_b____,__rIb_____,33.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,49.0,6.5,4007
3751,ribs,__ri_bs___,__rIbz____,55.0,0.0,8.0,11.0,12.0,13.0,16.0,14.0,14.0,14.0,15.0,13.0,9.0,2.0,245.0,4.198262682418339,4008
3752,rice,__ri_ce___,__rAs_____,1209.0,19.0,37.0,31.0,29.0,36.0,35.0,37.0,35.0,39.0,34.0,35.0,34.0,19.0,745.0,6.8,4009
3753,rich,__ri_ch___,__rIC_____,2515.0,51.0,112.0,98.0,109.0,125.0,127.0,137.0,134.0,131.0,126.0,122.0,110.0,89.0,2316.0,4.3,4010
3754,rick,__ri_ck___,__rIk_____,264.0,31.0,17.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,4.198262682418339,4011
3755,ricks,__ri_cks__,__rIks____,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4012
3756,rid,__ri_d____,__rId_____,613.0,37.0,35.0,30.0,32.0,35.0,36.0,36.0,35.0,33.0,29.0,27.0,21.0,9.0,567.0,2.2,4013
3757,ride,__ri_de___,__rAd_____,871.0,328.0,195.0,172.0,147.0,100.0,86.0,74.0,68.0,63.0,47.0,39.0,33.0,11.0,1724.0,4.6,4014
3758,rides,__ri_des__,__rAdz____,140.0,60.0,26.0,13.0,14.0,9.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,2.0,233.0,4.198262682418339,4015
3759,ridge,__ri_dge__,__rIJ_____,273.0,2.0,7.0,13.0,15.0,20.0,22.0,21.0,22.0,22.0,16.0,17.0,14.0,8.0,383.0,4.9,4016
3760,rife,__ri_fe___,__rAf_____,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,4017
3761,rift,__ri_ft___,__rIft____,193.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,36.0,3.3,4018
3762,rifts,__ri_fts__,__rIfts___,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.198262682418339,4019
3763,rig,__ri_g____,__rIg_____,226.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,61.0,4.0,4020
3764,right,__ri_ght__,__rAt_____,14304.0,1499.0,1410.0,1229.0,1075.0,807.0,756.0,706.0,667.0,612.0,534.0,498.0,456.0,395.0,13709.0,3.6,4021
3765,rigs,__ri_gs___,__rIgz____,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.198262682418339,4022
3766,rile,__ri_le___,__rAl_____,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,4023
3767,rill,__ri_ll___,__rIl_____,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4024
3768,rills,__ri_lls__,__rIlz____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,4025
3769,rim,__ri_m____,__rIm_____,173.0,1.0,7.0,12.0,12.0,13.0,15.0,13.0,12.0,13.0,11.0,9.0,8.0,4.0,218.0,4.7,4026
3770,rime,__ri_me___,__rAm_____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.198262682418339,4027
3771,rimes,__ri_mes__,__rAmz____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,4028
3772,rims,__ri_ms___,__rImz____,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.198262682418339,4029
3773,rind,__ri_nd___,__rAnd____,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.4,4030
3774,rinds,__ri_nds__,__rAndz___,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,4031
3775,ring,__ri_ng___,__rIng____,797.0,102.0,90.0,76.0,67.0,53.0,44.0,49.0,47.0,49.0,48.0,48.0,35.0,20.0,1148.0,6.2,4032
3776,rings,__ri_ngs__,__rIngz___,306.0,20.0,21.0,26.0,25.0,26.0,25.0,23.0,25.0,23.0,21.0,20.0,19.0,11.0,473.0,4.198262682418339,4033
3777,rink,__ri_nk___,__rInk____,56.0,8.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,4.2,4034
3778,rinks,__ri_nks__,__rInks___,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.198262682418339,4035
3779,rinse,__ri_nse__,__rIns____,20.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,62.0,4.0,4036
3780,rinsed,__ri_nsed_,__rInst___,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4.198262682418339,4037
3781,rip,__ri_p____,__rIp_____,147.0,14.0,11.0,10.0,7.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,166.0,4.7,4038
3782,ripe,__ri_pe___,__rAp_____,264.0,6.0,5.0,10.0,11.0,9.0,10.0,8.0,8.0,8.0,7.0,5.0,5.0,4.0,176.0,4.7,4039
3783,ripped,__ri_pped_,__rIpt____,159.0,7.0,6.0,8.0,9.0,8.0,7.0,7.0,6.0,5.0,4.0,4.0,2.0,0.0,146.0,4.198262682418339,4040
3784,rips,__ri_ps___,__rIps____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.198262682418339,4041
3785,rise,__ri_se___,__rAz_____,13028.0,2.0,24.0,37.0,43.0,69.0,73.0,69.0,70.0,76.0,73.0,79.0,87.0,115.0,1412.0,3.3,4042
3786,risk,__ri_sk___,__rIsk____,7422.0,1.0,5.0,15.0,15.0,16.0,18.0,20.0,18.0,20.0,27.0,28.0,36.0,59.0,594.0,2.4,4043
3787,risks,__ri_sks__,__rIsks___,2490.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,9.0,12.0,26.0,193.0,4.198262682418339,4044
3788,rite,__ri_te___,__rAt_____,225.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,34.0,2.1,4045
3789,rites,__ri_tes__,__rAts____,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,7.0,4.0,73.0,4.198262682418339,4046
3790,rive,__ri_ve___,__rAv_____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4047
3791,roach,__roach___,__roC_____,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.6,4048
3792,road,__road____,__rod_____,2053.0,250.0,279.0,249.0,229.0,217.0,192.0,180.0,170.0,156.0,137.0,137.0,118.0,42.0,3380.0,6.6,4049
3793,roads,__roads___,__rodz____,562.0,17.0,29.0,37.0,45.0,49.0,54.0,57.0,59.0,60.0,67.0,68.0,68.0,40.0,1070.0,4.198262682418339,4050
